orig,pert
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .","Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has purchased solutions from US business integration solutions provider Sterling Commerce, the company said in a statement."
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .","Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement ."
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .","In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector ."
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","Pretax loss come EUR 49.9 manganese , compare to a loss of EUR 15.4 manganese in the correspond time period in 2008 ."
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 ."
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .","The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders ."
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .","agree to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will convey Brobdingnagian opportunity for customer and the company itself ."
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",Karhinen said that OP-Pohjola is an exciting enterprise because this cooperation will bring huge opportunities to customers and the company itself.
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .","According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself ."
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",Master of Mayawas is jointly developed by Nokia Siemens Networks and UFA-FremantleMedia and will be actively promoted by Maxis at the end of May 2007.
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .","Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 ."
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,ArcelorMittal Chief executive director Officer Lakshmi Mittal has already cut end product at some furnace .
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,ArcelorMittal Chief Executive Lakshmi Mittal has already cut output at some furnaces.
ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .,ArcelorMittal Chief Executive Officer Lakshmi Mittal has already cut output at some furnaces .
"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .","`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said ."
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .
"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .","`` The summertime collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's caput of designing Margareta avant-garde lair Hieronymus Bosch ."
"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .","`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch ."
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","From January to June 2010, diluted loss per share was 0.3 euros, compared with 0.1 euros in the first half of 2009."
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .","In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 ."
